RCPs,RegName,Data_  1,Data_  2,Data_  3,Data_  4,Data_  5,Data_  6,Data_  7,Data_  8,Data_  9,Data_ 10,Data_ 11,Data_ 12,Data_ 13,Data_ 14,Data_ 15,Data_ 16,Data_ 17,Data_ 18,Data_ 19,Data_ 20,Data_ 21,Data_ 22,Data_ 23,Data_ 24,Data_ 25,Data_ 26,Data_ 27,Data_ 28,Data_ 29,Data_ 30,Data_ 31,Data_ 32,Data_ 33,Data_ 34,Data_ 35,Data_ 36,Data_ 37,Data_ 38,Data_ 39,Data_ 40,Data_ 41,Data_ 42,Data_ 43,Data_ 44,Data_ 45,Data_ 46,Data_ 47,Data_ 48,Data_ 49,Data_ 50,Data_ 51,Data_ 52,Data_ 53,Data_ 54,Data_ 55,Data_ 56,Data_ 57,Data_ 58,Data_ 59,Data_ 60,Data_ 61,Data_ 62,Data_ 63,Data_ 64,Data_ 65,Data_ 66,Data_ 67,Data_ 68,Data_ 69,Data_ 70,Data_ 71,Data_ 72,Data_ 73,Data_ 74,Data_ 75,Data_ 76,Data_ 77,Data_ 78,Data_ 79,Data_ 80,Data_ 81,Data_ 82,Data_ 83,Data_ 84,Data_ 85,Data_ 86,Data_ 87,Data_ 88,Data_ 89,Data_ 90,Data_ 91,Data_ 92,Data_ 93,Data_ 94,Data_ 95,Data_ 96,Data_ 97,Data_ 98,Data_ 99,Data_100,Data_101,Data_102,Data_103,Data_104,Data_105,Data_106,Data_107,Data_108,Data_109,Data_110,Data_111,Data_112,Data_113,Data_114,Data_115,Data_116,Data_117,Data_118,Data_119
RCP6.0,	ESSEX,3472.7,3534.6,3675.4,3674.6,3588.9,3496.6,3463.6,3624.7,3457.8,3490.5,3340.6,3660.3,3525.9,3461.6,3432.3,3438.7,3410,3409.5,3362.5,3375.9,3407.3,3352.3,3378.2,3341.7,3357.2,3267.5,3286.9,3251.7,3376.7,3247.9,3236.3,3275.4,3269.4,3227.3,3273.1,3245,3345.2,3286.2,3280.7,3316.5,3273.5,3197.3,3241.8,3287,3128,3196.2,3130.7,3198.9,3159.6,3159.8,3228.1,3205.5,3158.5,3191.5,3066,3050.8,3203.5,3171.2,3032.9,3035.4,3181.9,3141.4,3019.9,3103.9,2979.9,3018.2,3025.6,2958.9,2934.7,3056.1,2972.1,3046.9,2931.2,2963.5,3030,3107.5,2890.2,2955.6,2980.1,2985.1,2997.9,2909.1,3023.5,2890.1,2903.9,2880.4,2840.7,2833.6,2786.9,2840.3,2822.4,2805.8,2797.2,2702.3,2772,2897.3,2861.3,2807.5,2619.7,2665.9,2651.8,2709.2,2753.8,2698.6,2761,2650.7,2619.1,2660.4,2686,2693.2,2604.8,2645.9,2647.2,2627.3,2565.8,2603,2562.7,2619.5,2585.7
RCP6.0,	FRONTENAC,4257.7,4261.7,4480.5,4454.1,4335.9,4312.3,4178.9,4356.9,4216.7,4220.3,4117.4,4417.8,4270.4,4228.8,4204.3,4202.3,4193.2,4171.1,4090.5,4115.1,4157.4,4031.7,4062.3,4061.2,4116.4,3980.3,3987.5,3982.3,4092.9,3975.1,3976.5,3952.1,4007,3947.2,4010.8,3964.3,4021.4,3994.3,3982.1,4060.3,4019.8,3862,3886.9,3927.5,3756.9,3887.2,3789.7,3903.4,3805,3793.3,3911.7,3886.5,3883.2,3915.1,3704.9,3731.6,3867.8,3836.4,3670,3647.2,3818.4,3759.7,3671,3785.6,3627.5,3669,3670.5,3640,3602.5,3691.4,3611.9,3735.4,3558.2,3560.7,3655.4,3707.3,3514.2,3602,3606.4,3580.3,3596.6,3542.7,3670.5,3492.5,3538.3,3483.5,3454,3447.9,3364.8,3445.8,3431.2,3410.2,3400.5,3303.9,3337.5,3489.3,3413.9,3410.3,3181.7,3269.9,3256.2,3251.5,3306.8,3291.2,3317.4,3274.3,3185.1,3199.2,3283.6,3231.3,3129.9,3170.2,3231.4,3163.4,3096.8,3115.8,3102.1,3146.8,3127.6
RCP6.0,	GREY,4197.4,4259.5,4472.8,4431.3,4310.7,4277.2,4177.1,4353.3,4169.9,4200.1,4078.6,4397.1,4236.9,4179.8,4164.4,4163.1,4134.9,4139.5,4051.9,4093.9,4127.6,4036,4051.6,4016.6,4059.1,3950.4,3967.8,3961.4,4056.7,3932.8,3920.9,3935.8,3947.9,3919.4,3967.5,3927.7,4015.3,3955.8,3937.7,4013.9,3948.2,3840.4,3880.5,3904.9,3749.9,3845.2,3762.5,3857.2,3763.1,3773.5,3870.2,3830.5,3819.5,3829.8,3676.3,3689.6,3837.8,3777.4,3635.1,3622,3789,3755.1,3650.8,3713.6,3565.4,3614.7,3638.3,3579.3,3564.8,3650.4,3553.5,3663.8,3531.5,3540.3,3634.3,3682.3,3486.3,3557.8,3577,3568.2,3556,3488.4,3622.3,3457.1,3488.7,3432.6,3415,3425.7,3335.6,3398.5,3377.7,3380.1,3336.5,3253.3,3309.9,3427.5,3372.4,3366.6,3150.3,3214.6,3204.2,3220.3,3257,3226.8,3260.3,3201,3135.8,3156.8,3206.2,3199.2,3093.7,3148.3,3181.5,3111.8,3028.1,3080,3063.2,3129,3079.6
RCP6.0,	HALDIMAND-NORFOLK,3675.2,3712.3,3894.8,3876.8,3762.5,3712.3,3641.6,3811.8,3650.9,3678.2,3534.6,3845.3,3718.9,3654.2,3627.9,3638.9,3615.3,3615.2,3539.6,3573.7,3601.6,3521.4,3549.8,3522.6,3553.6,3458.9,3459.9,3442.8,3551.3,3447.4,3434.5,3451.5,3460.6,3418.3,3460.3,3436.1,3512.6,3472,3463.6,3514.6,3461.2,3359.2,3406.1,3422.1,3282.4,3363.2,3302.7,3382.4,3317.2,3319.1,3404.4,3380.5,3333.9,3376.3,3211.4,3217.9,3369,3332.3,3194.7,3181.6,3330.7,3290.6,3182.5,3273.6,3134.4,3172,3189.5,3128.1,3109.7,3206.5,3132.7,3209.8,3090.6,3120.2,3195.1,3258,3046.1,3115,3131.1,3142.2,3145.5,3070.9,3184.8,3041.1,3070.4,3034.2,2993.9,2993.4,2930.5,2990.8,2966.6,2968.3,2947.9,2857,2914.3,3030.1,2987.6,2955.1,2762.9,2817.2,2802.8,2834.4,2884.5,2857.7,2888.9,2813.5,2765,2796.2,2825.1,2822.2,2737.4,2775.6,2795.5,2752.6,2695,2725.9,2699.3,2755.4,2719.6
RCP6.0,	HALIBURTON,4756.1,4805.1,5031.9,4988.5,4863.4,4836.1,4699.5,4893.2,4714.7,4735.2,4629.1,4960.7,4788.1,4738.7,4725.2,4712.5,4691.7,4680,4591.9,4630,4675.2,4554.8,4572.2,4561.9,4615.8,4469.5,4495.8,4491.3,4598.5,4462.5,4460,4445.3,4494.7,4443.9,4499,4458.2,4542.6,4482,4471.9,4553.1,4504.6,4350,4375.4,4423.5,4239.1,4369.6,4260.7,4381.5,4268.7,4262,4384.6,4342.5,4355.2,4369.8,4174.5,4198.1,4344.5,4291.7,4123.9,4103.5,4297,4247.6,4145.6,4227.5,4065.5,4128.2,4126.7,4089.5,4059.5,4156.6,4047,4189.4,4013.5,4004.1,4110.7,4166.2,3963.6,4051,4066.7,4032.4,4032.7,3973.4,4123.5,3927.8,3973.1,3898.7,3894,3892.8,3791.7,3871.1,3857.4,3842.3,3817.1,3721.1,3765.9,3911.7,3839.9,3842.6,3595.7,3681.1,3667.7,3676.1,3712,3686.5,3722,3677.9,3583,3606.8,3680.9,3635.8,3521.6,3577.5,3643.3,3553.3,3472,3516.1,3502.3,3565.9,3524.4
RCP6.0,	HALTON,3860.4,3897.9,4099.2,4072.7,3952.5,3909.5,3823.9,3999,3831.3,3854.4,3716.3,4038.4,3898.5,3838.8,3809.4,3822.9,3795.3,3795.3,3708.9,3749.6,3779.8,3690.7,3717.6,3690.2,3729.5,3618,3630.6,3610.4,3725.7,3608,3603.8,3612.9,3627.9,3586.8,3627.5,3600.7,3677.3,3636.5,3625.8,3682.2,3628.3,3510.9,3562.9,3574.7,3428.4,3518,3448.9,3540.9,3462.1,3458.3,3555.2,3529.8,3492.3,3535.6,3352.6,3369.2,3517,3479.5,3330,3316.7,3475.2,3431.2,3331.8,3420.8,3267.2,3308.3,3326.7,3271.6,3250.3,3349.3,3260.3,3355.5,3225.5,3247.3,3329.4,3390.8,3183,3249.6,3263.5,3268.7,3268,3200.1,3326.8,3165.7,3198.9,3151.9,3119.1,3119.3,3049.2,3107,3087,3090.7,3065.9,2972.7,3032.8,3149.4,3098.4,3072.1,2871.3,2931.7,2914.4,2936.3,2986.8,2963.6,2994.5,2924,2865.9,2895.8,2933.4,2920.7,2829.8,2875.9,2902.8,2851.8,2790,2819.1,2796.6,2854,2816
RCP6.0,	HAMILTON-WENTWORTH,3733.5,3770,3965.8,3940.3,3824.2,3777.1,3698.7,3872.4,3706.6,3732.4,3591.4,3909.4,3775.6,3714.4,3685,3699,3670.5,3671.8,3588.5,3627.3,3656.9,3572.6,3599,3574.3,3608.7,3501.7,3512,3491.7,3605.6,3493.4,3487.4,3499.5,3511.1,3469.2,3509.9,3485.3,3560.5,3521.9,3512.8,3565.4,3510.8,3399.6,3450.5,3462.6,3318.7,3405.2,3341.6,3429.4,3355.4,3351.7,3444.2,3422,3378.7,3423.3,3245,3257.7,3409,3373.2,3227.5,3213.8,3367.7,3324.2,3223.6,3313.7,3165.6,3203.6,3222.5,3164.5,3142.8,3241.4,3158.9,3247.6,3123.6,3147.8,3225.5,3287.5,3079.3,3145.2,3161.4,3170.4,3170.2,3101.4,3220.3,3067.9,3099.5,3055.1,3020,3020.6,2954.3,3014.1,2990,2994.6,2970.6,2876.8,2939.4,3054.3,3004.5,2977,2780.8,2838,2818.9,2846.8,2900.1,2875.3,2905.7,2833.6,2777.5,2808.8,2842.5,2834.9,2747.1,2790.5,2813.4,2767.8,2707.3,2733.7,2711.5,2767.8,2731.9
RCP6.0,	HASTINGS,4429.7,4455,4675.1,4641.4,4522.6,4496.9,4367,4548.1,4391.3,4403.4,4295.1,4608.3,4457.5,4407.4,4388,4383.1,4368.9,4348.5,4264.9,4298.2,4341.1,4221.7,4245,4239.7,4294.6,4157.3,4171.5,4163.8,4272.3,4151,4148.4,4132.3,4181.6,4128.4,4183.2,4140.1,4207.8,4170.1,4159.4,4238.9,4192.8,4038.2,4065.3,4106.7,3936,4062.6,3963.5,4076.6,3972.6,3967.1,4082.9,4049.5,4051.4,4076.7,3876.3,3901.2,4039.5,4000.7,3839.4,3816.6,3995.6,3942,3844.3,3945.2,3787.4,3836.4,3839.7,3801.5,3773.1,3864,3772.3,3900.9,3727,3725.7,3824.7,3881.2,3682.5,3768.1,3779.4,3751.3,3760.6,3702.3,3840.2,3654.1,3701.5,3639.5,3619.2,3616.9,3525,3605.7,3589.9,3574.6,3556.8,3464.4,3503,3646.4,3574.1,3573.9,3340.7,3426.1,3411,3414.8,3461.1,3440.2,3471.6,3426.5,3337.5,3358.6,3434.3,3389.1,3283.4,3328.8,3389.5,3313.3,3241,3271.6,3253.7,3310,3280.7
RCP6.0,	HURON,3957.8,4025.4,4221.1,4191.9,4070.7,4022.2,3945.2,4114.2,3933.9,3970.4,3832.1,4157.1,4003,3939.4,3919.6,3923.7,3896.4,3901,3821.7,3860.8,3890.9,3807.6,3828.8,3784.5,3822,3718.6,3741,3725.2,3827.7,3704.8,3691,3711.7,3718.2,3687.8,3734.3,3694.5,3787.9,3727.4,3712.9,3778.3,3714.1,3621.3,3664.9,3683.8,3534.5,3621,3547.4,3631.8,3554,3562.2,3650.7,3615,3588.5,3605.1,3462,3466.4,3617,3565.7,3423.6,3421,3574.2,3542,3432.1,3501.1,3356.5,3400.8,3423.5,3358.7,3342.8,3438.4,3345.5,3445.4,3317.5,3339.6,3427.9,3484.1,3276.5,3343.6,3365.7,3363.6,3358,3282.5,3407.8,3256.5,3278.9,3239.4,3208.5,3211.2,3137.1,3198.9,3174.1,3176.2,3140.4,3053.6,3112,3231.3,3184.3,3163.8,2954.4,3010.7,3002.6,3030.6,3070.4,3031.2,3068.4,2993.8,2945.3,2971.9,3011.7,3012.1,2912.5,2962.3,2983.5,2931.8,2850.6,2902.7,2880.6,2934.6,2896.9
RCP6.0,	Island-county-stat,4900.6,5001.6,5198,5105.5,5024.6,4974.5,4923.7,5059,4866.4,4890.6,4790.2,5144.3,4928.7,4875,4892.2,4869.1,4810.2,4851.2,4740.2,4784.8,4856.2,4756.1,4749.6,4733.5,4752.4,4629.1,4698.7,4687.9,4759,4594.4,4594.3,4614.6,4627.8,4576.3,4674.8,4597.9,4735.8,4581.5,4620.4,4694.1,4598.9,4547.7,4589.4,4628.5,4430.8,4515.5,4408.5,4524.9,4443.2,4442.4,4522.8,4511,4519.2,4462.7,4387.5,4377.5,4543.1,4445.6,4316.2,4277.5,4502.6,4450,4345.9,4366.6,4197.5,4313.7,4284,4267,4252.4,4315.8,4194,4317.4,4185.8,4152.2,4271.6,4313,4178.1,4222.4,4244.4,4202.4,4158.8,4113.2,4259.4,4099.4,4084,4016.8,4079,4077.3,3967.9,4017.7,4007.4,4016.2,3938.9,3832.9,3974.6,4050.1,3976.8,3972.2,3792,3814,3818.3,3867.3,3851.9,3803.3,3860.6,3770.3,3713.5,3758.2,3760.5,3784.9,3660.8,3740.2,3771.7,3726.7,3578.9,3675.7,3700.1,3753.8,3632
RCP6.0,	KENORA,6999.5,7194,7406.6,7150.2,7107.7,7104.6,6996.6,7116.6,6996.8,7063.1,6889.3,7204,7007.3,7011.3,7099.4,6967.9,6886.2,6961.6,6770.9,6846.9,6911.4,6814.8,6762.6,6720.9,6841.3,6719.4,6861.9,6807.2,6847.6,6621.7,6658,6667.3,6690.7,6563.7,6782.8,6669.9,6863.2,6458.4,6602,6739.2,6546.8,6607.7,6659.4,6709.4,6425.9,6548.2,6403.5,6544.1,6464.9,6465.5,6513.3,6568.2,6538.3,6361,6484,6489.2,6567.7,6407.2,6299.5,6281.9,6598.3,6495.5,6320.9,6363.7,6234.2,6406.4,6167.9,6267.4,6328.7,6268.3,6158.5,6253.8,6196.4,6094.9,6222.5,6193.8,6221.7,6182.5,6201,6086.1,6023.6,5994.6,6160.8,6063.4,5965.4,5873.2,6031.2,6035.4,5919.3,5874.6,5965.3,5979.7,5792.6,5640.3,5886.6,5869.6,5841.9,5829.5,5677.8,5758.2,5729.2,5778.2,5640.2,5596.7,5645.1,5566,5564.9,5600.8,5533.4,5575.8,5403,5555.7,5604.4,5556.8,5347,5524.3,5620.6,5600.4,5406.8
RCP6.0,	KENT,3535.3,3594.1,3745.9,3742.2,3639.6,3559.4,3516.2,3685.1,3512.7,3545.3,3394,3717.8,3582.3,3514.6,3483.8,3494,3464.4,3465.2,3406.9,3429.9,3456.3,3394.4,3421.5,3384.6,3402.7,3313.6,3325.8,3294.9,3418.8,3295.8,3281.3,3315.6,3311.4,3270.6,3317.9,3286.9,3381.8,3327.1,3319.1,3362.8,3311.7,3231.9,3274,3309.5,3155,3227.6,3160.6,3237.6,3188.3,3188.4,3265.4,3241.8,3190.1,3227.3,3086.2,3079.6,3231.9,3202.6,3057.4,3057.6,3202.7,3165.5,3043,3129.8,2997,3039.5,3045.3,2981.7,2957.8,3076.4,2990.6,3071.8,2948.2,2980.4,3052.8,3129.5,2908.2,2972.4,2993.6,3000.7,3012.1,2927.6,3040.4,2903,2919.5,2895.3,2853.4,2843.5,2794.5,2850,2830.2,2816.5,2806.5,2709.5,2776.2,2902.7,2859.1,2812.9,2614.9,2673.1,2654.7,2707.8,2755.6,2703.8,2756.4,2654.2,2616,2660.7,2682.5,2689.5,2596.9,2640.5,2647.3,2619.5,2556.7,2593.7,2556.3,2610.7,2577.3
RCP6.0,	LAMBTON,3637.1,3702.6,3868.8,3856.7,3746.2,3673.2,3623.3,3795.1,3613.9,3649.7,3498.1,3830.2,3683.8,3617.9,3590.3,3598.5,3569.7,3571.2,3506.8,3535.3,3563.1,3495.1,3521.5,3478.9,3501.1,3404.6,3423.2,3395.8,3516.8,3390.3,3375.7,3406,3406,3365.5,3417.7,3381,3478.4,3418.8,3410.9,3460.7,3407.6,3320.1,3363.9,3393.7,3239.9,3317.7,3245.8,3327.5,3269.1,3267.6,3352.3,3325.7,3278.8,3310.3,3165.2,3165.1,3318.5,3282.9,3136.4,3140,3285.8,3247.4,3129.1,3211,3069.2,3116.2,3127.1,3060,3037.5,3154.9,3065,3154.3,3024.7,3056.6,3136.2,3205.9,2987.3,3052.3,3072.8,3081.6,3084.3,3002.4,3116.1,2975.7,2994.3,2965,2927.2,2916.8,2864,2923.3,2900,2891.3,2872.1,2778.9,2844.2,2969.3,2922.4,2881.7,2681.6,2737,2720.2,2769.1,2812.7,2764.4,2815.1,2717.3,2675,2720.3,2742.3,2750.1,2653.2,2699.9,2710,2681.4,2604.5,2650.1,2616.8,2667.9,2637.1
RCP6.0,	LANARK,4376.3,4386.4,4604.7,4577,4459.8,4434.5,4296,4472.5,4338.4,4335.5,4242.8,4540.5,4389.6,4353,4329.7,4324.7,4314.3,4289.6,4211.8,4230.1,4278,4148.4,4175.9,4180.1,4232.6,4091.5,4104.7,4098.5,4210.6,4089.6,4093.6,4060.7,4128,4064.6,4135.4,4075.6,4135.3,4107.2,4091.6,4176,4142,3977,3994.8,4040.2,3865.5,4002.8,3901.1,4016.2,3918.6,3902.2,4021.4,3996.7,4003.5,4030.1,3818.2,3843.7,3978.6,3950,3774.9,3755.7,3931.8,3861,3777.5,3899.8,3736.3,3780.8,3779.8,3757.8,3711.7,3798.6,3720.3,3849.8,3662.2,3664.1,3759.1,3808.7,3620.3,3706.9,3715.6,3680.9,3699.5,3646.1,3777.5,3597.1,3642.3,3583.9,3552.1,3546.7,3469,3547.4,3539.1,3507.8,3498.8,3405.8,3431.3,3594.5,3515.4,3513.2,3276.4,3365.2,3357.9,3353.4,3403.5,3385.9,3412.8,3375.8,3281,3292.2,3386.1,3325.4,3217.9,3262.4,3331.4,3261.8,3193,3207.5,3198.5,3233.4,3219.4
RCP6.0,	LEEDSandGRENVILLE,4198.9,4193.5,4413.5,4389.1,4272.3,4244.1,4111.6,4284.1,4156.1,4151.5,4055.7,4351.2,4206.2,4170.5,4137.4,4138,4135.3,4101.1,4023.3,4042.2,4087.7,3962.4,3991,3996.9,4051.1,3915.5,3914.8,3911.7,4019.8,3907.6,3910,3881,3942.9,3881.6,3950.6,3892.7,3944.3,3927.4,3912.9,3989.8,3961.4,3795.2,3816.1,3853.4,3683,3822.8,3725.3,3835.5,3741.5,3728.1,3843.5,3821.5,3821.6,3856.6,3636.4,3662.9,3799.8,3775.2,3601.2,3579.2,3746.2,3674.3,3596.4,3725.8,3564.1,3601.3,3601.8,3580.1,3535.4,3617.3,3551.5,3670.4,3486.7,3496,3583.4,3634,3444.5,3533.4,3534,3510.4,3528.3,3476.5,3599.8,3426.9,3468.9,3419.8,3377.8,3372.6,3303.3,3379.3,3364.8,3339.6,3330.3,3239.6,3267.1,3421.6,3343.9,3340,3113.6,3200.2,3187,3181.4,3238.6,3226.8,3250.9,3208.8,3118.1,3127.5,3220,3161.8,3059.2,3101.9,3161.4,3104.7,3035,3044.5,3035.4,3068.7,3054
RCP6.0,	LENNOXandADDINGTON,4302.4,4316.1,4532.9,4503.2,4384.7,4361.6,4231.4,4409.1,4263.3,4270.7,4165.5,4468.8,4321.8,4275.2,4254.8,4252.2,4241,4219.7,4139.1,4168.6,4208.7,4087.5,4115,4111.2,4166.6,4031.8,4041.1,4036.3,4143.3,4026.2,4024.2,4006,4056.5,4000.6,4059.3,4014.5,4075,4046,4033.2,4112,4067.4,3914.5,3940.8,3981.7,3811,3938.5,3841.6,3954.6,3855.4,3846.1,3962.1,3934.7,3932.2,3960.8,3758.8,3783.2,3920.1,3884.7,3723.1,3699.6,3873.3,3818,3725.4,3833.1,3676.6,3720.3,3723.1,3689.4,3657.9,3747.3,3661.5,3785.5,3613.3,3614,3707.9,3763.6,3567.6,3654.8,3661.6,3636.8,3649.9,3593.8,3723.9,3544.8,3592.1,3533.5,3510.3,3506.6,3418.8,3497.2,3481.8,3466,3450.4,3358.5,3393.8,3540.3,3468.2,3466.2,3238.4,3323.1,3308.4,3309,3358.3,3340,3368.9,3325.9,3239,3254.7,3335,3286.3,3184.8,3226.1,3286.7,3214.8,3147.3,3171.9,3155.1,3205.2,3180.4
RCP6.0,	MANITOULIN,4601.7,4695.4,4895,4837.1,4727.6,4704.1,4619.5,4776.6,4567.8,4581.3,4521.9,4835,4638.9,4580.1,4597.1,4577.3,4527.7,4553.9,4466.2,4508.1,4552.2,4454.7,4462.9,4449.2,4470.9,4346.5,4385.8,4408.3,4479.5,4327.5,4334.1,4349.3,4355.8,4323.3,4395.6,4354.7,4444.2,4345.9,4342.6,4432.2,4341,4279.9,4306.2,4339.8,4162.1,4252.3,4162.7,4266.1,4174,4178.3,4273.9,4249.1,4253.6,4219.8,4117.2,4111,4270.5,4191.2,4043.6,4033.6,4208.4,4185.5,4084.9,4110,3950.3,4036.1,4043.3,4007,4001.9,4060.9,3952,4071.8,3941.5,3919.9,4038.4,4071.3,3905.1,3984.1,3994.1,3968,3942.5,3883.9,4028.2,3863.6,3874.1,3804.8,3840.7,3846.4,3733.4,3795.5,3779,3785.5,3709.2,3647,3716.8,3830.5,3756.2,3773.8,3545.2,3610,3604.8,3640.4,3648,3622.7,3655.3,3586,3502.6,3544.3,3566.1,3598.2,3479.8,3525.7,3575.1,3500.9,3367.7,3455.5,3454.8,3542.7,3442.9
RCP6.0,METROPOLITAN-TORONTO,3870.7,3900.2,4103.9,4078.3,3957.2,3920.4,3829.3,4000.5,3841.4,3860.6,3725.1,4044.6,3902.1,3848.2,3820.8,3830.5,3806.3,3804.4,3715.5,3759.4,3789.3,3696.5,3718.2,3698.4,3742.9,3629.1,3636.6,3619.5,3729.6,3617.3,3613.1,3615.6,3637.8,3598,3634.7,3611.1,3685.7,3643.3,3636.7,3693.9,3638.3,3516.8,3567.1,3579.5,3436.5,3530.3,3459.3,3548.1,3466.5,3466.8,3566,3538.6,3506.1,3547.2,3358.5,3380.9,3525.9,3489.4,3341.2,3323.7,3485.5,3439.8,3343.4,3432.2,3275.7,3318.3,3335.4,3286.4,3265,3361.3,3274.7,3368.8,3236.4,3252,3338.4,3396.8,3194.4,3263.9,3273.5,3276.3,3277.5,3212.2,3341.4,3175.4,3213.5,3162.5,3130.4,3133,3060.3,3118.9,3104.8,3103.6,3079.4,2987.9,3044.6,3159,3109.4,3087.8,2883.3,2948.6,2932.1,2947.7,3000.8,2981.6,3007,2941.5,2881.9,2907.5,2952.1,2931.8,2841.8,2888.5,2920.3,2863,2800.2,2831.8,2808.1,2867.2,2829.9
RCP6.0,	MIDDLESEX,3706.3,3768.3,3942,3925.7,3811.3,3749.1,3688.8,3862.3,3684,3719.3,3570.9,3896.6,3753.8,3685.9,3662.2,3669.9,3644.1,3644.5,3576.2,3606.9,3632.6,3560.3,3589,3545.1,3572.4,3477.7,3492.9,3470.5,3584.3,3464.1,3448.8,3474.9,3478.2,3439.6,3488.8,3453.9,3543.9,3489.2,3479.1,3535.4,3476.5,3388.1,3431.7,3453.9,3306.5,3385.2,3314.9,3398.9,3336.2,3339.5,3421.1,3394.4,3350.1,3382.1,3232.9,3234,3386.9,3348.6,3204,3204.5,3350.3,3312.5,3199.7,3280.1,3140.2,3183.4,3195.2,3129.5,3112.1,3221.7,3134.3,3223,3094,3125,3206.6,3273.2,3054.3,3122.4,3141.4,3149.1,3151.7,3071.4,3185.4,3044,3064.7,3033.8,2995.9,2988.3,2930.1,2990.2,2965.8,2962.6,2940.8,2848.8,2908.7,3033.1,2987.2,2951.7,2751,2804.2,2791.6,2834.4,2876.6,2834.7,2877.9,2790.4,2746.3,2785.5,2813.3,2816,2719.8,2767.2,2778.8,2743.5,2671.5,2715.3,2685.8,2736,2703.1
RCP6.0,	MUSKOKA,4626.2,4683.4,4905.9,4858.6,4735.7,4704.7,4576.2,4771.5,4584.9,4611.8,4501.7,4831.8,4653.5,4608.9,4596.3,4584.8,4558.9,4558.2,4466.2,4508.7,4551.4,4437.4,4452.9,4437,4485.2,4347.6,4374,4366.8,4476.7,4338.3,4333.8,4326.2,4366.1,4319.6,4374.6,4338.1,4429.1,4359.1,4348.4,4428.3,4372.2,4231,4260.2,4306.4,4126.1,4247,4141.6,4257.7,4146.5,4146.9,4267.4,4225.4,4231.4,4242.3,4056.2,4083.6,4232.1,4173.2,4009,3989.2,4184.2,4136.9,4036.9,4106.4,3943.7,4009.4,4011.6,3968.2,3943.3,4042.2,3925.6,4065.4,3901.7,3890.7,3997.4,4050.3,3849.5,3935.1,3952.2,3925.4,3919.3,3856.8,4006.6,3816.2,3859.3,3785.4,3780.2,3786.2,3685.7,3756.4,3746.4,3734.8,3703,3607.4,3660.1,3796.6,3728.6,3732.8,3488.8,3570.8,3556.7,3570.9,3602.6,3576.5,3612.8,3563,3474.2,3498.8,3566,3530.8,3416.7,3479,3536.6,3446.7,3359.8,3411.2,3401,3467.1,3417.2
RCP6.0,	NIAGARA,3630.8,3658.2,3847,3828.2,3711.9,3663.3,3586.9,3760.3,3601.7,3622.8,3482.2,3797,3669.1,3605.9,3575.3,3589.8,3564.4,3563,3480.9,3516.4,3544.5,3458.5,3487.2,3464,3499.9,3400.6,3395.2,3379.3,3490.8,3387,3378.1,3389.3,3403.3,3356.8,3400.6,3375.1,3445.9,3411.5,3408,3455.3,3404.9,3289.3,3337.9,3354,3209.9,3294.7,3232.5,3318.9,3250.3,3245.3,3336.4,3317.1,3269.8,3319.7,3132.7,3147,3294.5,3268.6,3121.9,3106.6,3257.1,3208.5,3107,3205.8,3058.6,3097.8,3115.5,3057.2,3038.1,3131.8,3057.1,3137.8,3012.2,3040.8,3117.3,3180.7,2968.8,3038.9,3049.4,3063.1,3064.7,2995.2,3107.5,2960,2993,2952.7,2910.9,2907.7,2849.1,2907.2,2882.9,2885.7,2868,2774.2,2831.3,2946.7,2899.1,2865.3,2674.7,2734.7,2711,2742.3,2794.8,2775.6,2806.1,2730.5,2673.8,2710.2,2736.8,2731.8,2643.8,2684.7,2704.4,2665.5,2607.9,2630.9,2605.8,2661.8,2628.2
RCP6.0,	NIPISSING,5115.8,5207.2,5412.6,5339.4,5234.1,5210.3,5070,5271.2,5080.6,5090.9,5022,5344.2,5145.4,5101.9,5112.5,5085.4,5047.8,5054.1,4957.2,5015.4,5059.1,4931.9,4944.3,4923.9,4982,4820,4871,4851.7,4974.2,4803.3,4825.3,4809.6,4861.7,4792.8,4876.6,4829.9,4926.1,4824,4826.4,4924.6,4865.3,4716.4,4741.1,4806.6,4595.3,4731.7,4603.4,4733.6,4623.3,4612.6,4739.4,4701.2,4729,4715.1,4529.1,4565.5,4716.3,4648.9,4472.2,4438.7,4673.4,4611,4508.2,4572.8,4402.9,4498.3,4472.7,4453.4,4419.5,4515.1,4400.1,4543.9,4369.3,4333.4,4454.3,4498.6,4306.5,4407.7,4419.2,4365.3,4359.6,4295.8,4465.5,4256.7,4310.4,4213.6,4244.5,4228,4122.5,4191.3,4202.5,4177.8,4153.1,4036.5,4092.5,4246,4167.5,4183.8,3918.3,4004.6,3990.6,4025.4,4034.6,3993.8,4052.7,3996.5,3903.2,3930.4,3993,3942.1,3812.9,3897,3959.9,3866.8,3759.6,3827.8,3830.5,3881.3,3834.6
